IDText,Text,Text_Merged,Translated_Text
TXT0896,rt arus bawah berdaulat jawa timur mendeklarasikan dukungannya kepada pasangan ganjar pranowo dan mahfud md para relawan yang terdiri dari pedagang kaki lima komunitas nelayan dan kalangan genz ini siap untuk memenangkan pasangan nomor tersebut,rt arus bawah berdaulat jawa timur mendeklarasikan dukungannya kepada pasangan ganjar pranowo dan mahfud md para relawan yang terdiri dari pedagang kaki lima komunitas nelayan dan kalangan genz ini siap untuk memenangkan pasangan nomor tersebut,"RT Arus Bawah Berdaulat East Java declares its support for the Ganjar Pranowo and Mahfud MD pair. The volunteers, consisting of street vendors, fishing communities and the Genz community, are ready to make the pair win."
TXT0897,pak anies be like kapan lagi uneguneg masyarakat didenger ama pemerintah tanpa takut kena uu ite amp ditinggal kabur pas didemo re inrkive,pak anies be like kapan lagi uneguneg masyarakat didenger sama pemerintah tanpa takut kena uu ite amp ditinggal kabur pas didemo re inrkive,"Pak Anies be like, when else will the government listen to the people's concerns without fear of being subject to law & being left to run away during demonstrations re inrkive"
TXT0898,bandingkan sadis serangan mana antara jokowi dan anies ketika debat dg prabowo bukan saja masalah pribadi tapi kepengurusan partai saja diserangnya re nenkmonica,bandingkan sadis serangan mana antara jokowi dan anies ketika debat dengan prabowo bukan saja masalah pribadi tapi kepengurusan partai saja diserangnya re nenkmonica,"Compare the sadistic attacks between Jokowi and Anies when debating with Prabowo, not only personal issues but also the party management were attacked by Re Nenkmonica"
TXT0899,ganjarmahfud mendukung kepolisian yang berani memberantas korupsi dan menjunjung tinggi keadilan,ganjarmahfud mendukung kepolisian yang berani memberantas korupsi dan menjunjung tinggi keadilan,Ganjar Mahfud supports the police who dare to eradicate corruption and uphold justice.
TXT0900,hebat pasangan capres cawapres ganjar pranowo mahfud md buka pintu sukses dengan kredit untuk koprasi dan umkm semangat pelaku bisnis lokal nct wish,hebat pasangan capres cawapres ganjar pranowo mahfud md buka pintu sukses dengan kredit untuk koprasi dan umkm semangat pelaku bisnis lokal nct wish,"great presidential and vice presidential candidate pair ganjar pranowo mahfud md open the door to success with credit for cooperatives and UMKM, the spirit of local business actors nct wish"
TXT0901,diduga ada istruksi sistematis pada pencabutan izin kegiatan anies di daerah re oposisicerdas,diduga ada istruksi sistematis pada pencabutan izin kegiatan anies di daerah re oposisicerdas,It is suspected that there are systematic instructions to revoke Anies' activity permits in the re-opposition smart areas
TXT0902,pesta demokrasi ri bulan depan karena demokrasi itu penting bro ayo kita pastikan kepentingan demokrasi dengan memilih ganjar pranowo,pesta demokrasi ri bulan depan karena demokrasi itu penting bro ayo kita pastikan kepentingan demokrasi dengan memilih ganjar pranowo,"next month's Indonesian democratic party because democracy is important bro, let's ensure the interests of democracy by choosing Ganjar Pranowo"
TXT0903,jakarta yakin kehangatan keluarga ganjar pranowo akan membawa kehangatan pada pemerintahan nasional ganjar mahfud hebat ktp sakti,jakarta yakin kehangatan keluarga ganjar pranowo akan membawa kehangatan pada pemerintahan nasional ganjar mahfud hebat ktp sakti,Jakarta is sure that the warmth of Ganjar Pranowo's family will bring warmth to the national government. Ganjar Mahfud is great. KTP is sacred.
TXT0904,larismi terkuak karakter asli pak ganjar pranowo saat jadi gubernur jawa tengah ganjar mahfud hebat,larismi terkuak karakter asli pak ganjar pranowo saat jadi gubernur jawa tengah ganjar mahfud hebat,"Larismi reveals the true character of Pak Ganjar Pranowo when he was governor of Central Java, Ganjar Mahfud Great"
TXT0905,pasangan duet capres cawapres ganjar pranowo dan prof mahfud md lagi fokus bikin regulasi hukum yang gak bikin investor mikir dua kali untuk masuk indonesiajna,pasangan duet capres cawapres ganjar pranowo dan prof mahfud md lagi fokus bikin regulasi hukum yang enggak bikin investor mikir dua kali untuk masuk indonesiajna,"The presidential duet pair, Vice President, Ganjar Pranowo and Prof. Mahfud MD are currently focused on making legal regulations that don't make investors think twice about entering Indonesia."
TXT0906,ganjar pranowo menegaskan kebijakan politik luar negeri harus selalu menjadi perisai yang memprioritaskan kepentingan nasional ganjar juga akan memperkuat infrastruktur diplomasi indonesia ia siap meredefinisi politik bebas aktif mengadaptasikannya dengan situasi terkini tekadnya juga untuk menjadikan benteng pertahanan nusantara sebagai satu kesatuan yang kokoh ganjar pranowo juga menekankan bahwa reformasi kepolisian akan menjadi prioritas utama dalam perjalanannya dari diplomasi adaptif hingga teknologi pertahanan mereka merancang visi progresif untuk menjawab tuntutan zaman re pdiperjuangan,ganjar pranowo menegaskan kebijakan politik luar negeri harus selalu menjadi perisai yang memprioritaskan kepentingan nasional ganjar juga akan memperkuat infrastruktur diplomasi indonesia ia siap meredefinisi politik bebas aktif mengadaptasikannya dengan situasi terkini tekadnya juga untuk menjadikan benteng pertahanan nusantara sebagai satu kesatuan yang kokoh ganjar pranowo juga menekankan bahwa reformasi kepolisian akan menjadi prioritas utama dalam perjalanannya dari diplomasi adaptif hingga teknologi pertahanan mereka merancang visi progresif untuk menjawab tuntutan zaman re pdiperjuangan,Ganjar Pranowo emphasized that foreign policy must always be a shield that prioritizes national interests. Ganjar will also strengthen Indonesia's diplomatic infrastructure. He is ready to redefine free and active politics by adapting it to the current situation. His determination is also to make the Indonesian defense fortress a solid unit. Ganjar Pranowo also emphasized that police reform will be a top priority in his journey from adaptive diplomacy to defense technology. They design a progressive vision to answer the demands of the era of struggle.
TXT0907,pak ini keadaan dimana di palestine gaza mereka tidak mempunyai militer namun mental mereka sangat kuat sehingga membangun gerakan perlawanan atas penindasan genosida mohon di pahami pembelajaran ini biar debat capres tahun kemudian ga blunder,pak ini keadaan dimana di palestine gaza mereka tidak mempunyai militer namun mental mereka sangat kuat sehingga membangun gerakan perlawanan atas penindasan genosida mohon di pahami pembelajaran ini biar debat capres tahun kemudian enggak blunder,"Sir, this is a situation where in Palestine Gaza they do not have a military but their mentality is very strong so they are building a resistance movement against genocidal oppression. Please understand this lesson so that the presidential debate next year will not be a blunder."
TXT0908,dalam pandangan ganjar keadilan dan kesejahteraan harus dirasakan oleh semua termasuk keluarga prajurit,dalam pandangan ganjar keadilan dan kesejahteraan harus dirasakan oleh semua termasuk keluarga prajurit,"In Ganjar's view, justice and welfare must be felt by everyone, including soldiers' families."
TXT0909,sepakat nih masbowogbran pastinya mengingatkan pada seluruh wisudawan dan rakyat untuk menghindar diajak ke arah ajaran yang radikal karenahati baikpakbowo,sepakat nih masbowogbran pastinya mengingatkan pada seluruh wisudawan dan rakyat untuk menghindar diajak ke arah ajaran yang radikal karenahati baikpakbowo,"I agree, Masbowogbran, I definitely remind all graduates and the people to avoid being invited to radical teachings because Pakbowo has a good heart."
TXT0910,sepertinya sih jateng lepas dari ganjar dan ini dapat kita lihat dari langkah pdip yang mulai tidak jualan ganjar dan lebih fokus ke perolehan kursi dengan merayu pemilih jokowigibran namun partainya diharapkan tetap pdip re anisabayan,sepertinya sih jateng lepas dari ganjar dan ini dapat kita lihat dari langkah pdip yang mulai tidak jualan ganjar dan lebih fokus ke perolehan kursi dengan merayu pemilih jokowigibran namun partainya diharapkan tetap pdip re anisabayan,"It seems like Central Java is free from Ganjar and we can see this from the steps taken by PDIP which is starting to stop selling Ganjar and is more focused on winning seats by wooing Jokowi voters, but the party is expected to remain PDIP re Anisabayan"
TXT0911,ganjar tunggu tindakan dari bawaslu dalam dugaan pelanggaran pemilu oleh gus miftah re tempodotco,ganjar tunggu tindakan dari bawaslu dalam dugaan pelanggaran pemilu oleh gus miftah re tempodotco,Ganjar awaits action from Bawaslu regarding alleged election violations by Gus Miftah re tempodotco
TXT0912,dukungan untuk ganjarmahfud karena mereka berkomitmen menjadi garda samudra yang melibatkan diplomasi maritim yang membawa manfaat konkret,dukungan untuk ganjarmahfud karena mereka berkomitmen menjadi garda samudra yang melibatkan diplomasi maritim yang membawa manfaat konkret,support for ganjarmahfud because they are committed to being an ocean guard that involves maritime diplomacy that brings concrete benefits
TXT0913,ganjarmahfud akan memastikan bahwa desadesa menjadi bagian penting dari pertumbuhan ekonomi nasional happy new year,ganjarmahfud akan memastikan bahwa desadesa menjadi bagian penting dari pertumbuhan ekonomi nasional happy new year,ganjarmahfud will ensure that villages become an important part of national economic growth happy new year
TXT0914,di debat ketiga capres prabowo subianto optimis utang luar industry re negarakuapa,di debat ketiga capres prabowo subianto optimis utang luar industry re negarakuapa,"In the third debate, presidential candidate Prabowo Subianto is optimistic about the country's external debt, what industry is doing?"
TXT0915,hidup makin berat anies mau hapus pajak gaji amp tabungan bismillah presiden re marlinaidha,hidup makin berat anies mau hapus pajak gaji amp tabungan bismillah presiden re marlinaidha,life is getting harder anies wants to abolish salary tax and savings bismillah president re marlinaidha
TXT0916,penegakan hukum dan reformasi birokrasi akan dilakukan paslon capres ganjar pranowo untuk pemerintahan yang transparan,penegakan hukum dan reformasi birokrasi akan dilakukan paslon capres ganjar pranowo untuk pemerintahan yang transparan,Law enforcement and bureaucratic reform will be carried out by presidential candidate Ganjar Pranowo for a transparent government.
TXT0917,seusai makan malam berdua dengan prabowo pdip sebut jokowi tak netral komarudin bawabawa menkominfo re oposisicerdas,seusai makan malam berdua dengan prabowo pdip sebut jokowi tak netral komarudin bawabawa menkominfo re oposisicerdas,after having dinner with prabowo pdip said jokowi was not neutral komarudin brought the minister of communication and information to the smart opposition
TXT0918,pengetahuan seorang mantan pangkostrad dan kemhan tentang pertahanan keamanan hubungan internasional dan geopolitik kalah sama mantan anggota dpr ri periode dan mantan gubernur jateng periode ganjar pranowo re nakula,pengetahuan seorang mantan pangkostrad dan kemhan tentang pertahanan keamanan hubungan internasional dan geopolitik kalah sama mantan anggota dpr ri periode dan mantan gubernur jateng periode ganjar pranowo re nakula,"the knowledge of a former Pangkostrad and Kemhan about defense, security, international relations and geopolitics is inferior to that of a former member of the Indonesian House of Representatives for the period and former Governor of Central Java for the period Ganjar Pranowo Re Nakula"
TXT0919,bersama ganjar pranowo kita wujudkan kesejahteraan yang adil dan merata ganjarmahfud sumedang sumedang ganjar mahfud hebat nelayansejahtera,bersama ganjar pranowo kita wujudkan kesejahteraan yang adil dan merata ganjarmahfud sumedang sumedang ganjar mahfud hebat nelayansejahtera,together with ganjar pranowo we realize fair and equitable prosperity ganjarmahfud sumedang sumedang ganjar mahfud great prosperous fishermen
TXT0920,capres nomor urut prabowo subianto memenuhi diskusi persatuan wartawan indonesia pwi di jakarta pusat kamis dalam diskusi tersebut prabowo mengaku banyak pihak yang mengecam program susu gratis yang dikampanyekan jika menang pada pilpres dia mengaku tidak ingin program susu gratis dicap menguntungkan pihak asing sehingga akan berusaha mendapatkan susu langsung dari sapi bukan kemasan susu ya yang paling baik dan sehat adalah susu yang tentunua langsung dari sapi kemasankemasan mungkin kebanyakan pengawet gulanya terlalu banyak dan sebagainya kata prabowo prabowo lantas mengungkapkan wacananya mengimpor juta sapi dari india untuk memenuhi kebutuhan susu dalam negeri menurutnya sapi dari india tersebut akan dikembangkan peternak lokal untuk menyesuaikan kebutuhan masyarakat simak berita selengkapnya hanya di re tvonenews,capres nomor urut prabowo subianto memenuhi diskusi persatuan wartawan indonesia pwi di jakarta pusat kamis dalam diskusi tersebut prabowo mengaku banyak pihak yang mengecam program susu gratis yang dikampanyekan jika menang pada pilpres dia mengaku tidak ingin program susu gratis dicap menguntungkan pihak asing sehingga akan berusaha mendapatkan susu langsung dari sapi bukan kemasan susu ya yang paling baik dan sehat adalah susu yang tentunua langsung dari sapi kemasankemasan mungkin kebanyakan pengawet gulanya terlalu banyak dan sebagainya kata prabowo prabowo lantas mengungkapkan wacananya mengimpor juta sapi dari india untuk memenuhi kebutuhan susu dalam negeri menurutnya sapi dari india tersebut akan dikembangkan peternak lokal untuk menyesuaikan kebutuhan masyarakat simak berita selengkapnya hanya di re tvonenews,"Presidential candidate number Prabowo Subianto attended a discussion with the Indonesian Journalists Association (PWI) in Central Jakarta on Thursday. In the discussion, Prabowo admitted that many parties criticized the free milk program that he campaigned for if he won the presidential election. He admitted that he did not want the free milk program to be considered profitable for foreign parties, so he would try to get milk directly from cows, not packaged milk. The best and healthiest is milk that is of course directly from cows. The packaging may have too many preservatives, too much sugar, and so on. Prabowo said that Prabowo then revealed his plan to import millions of cows from India to meet domestic milk needs. According to him, the cows from India will be developed by local farmers to meet the needs of the community. See the full news only on re tvonenews"
